fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
66,0.57,0.02,21,0.115,6,16,0.99654,338,0.69,95,5
88,0.27,0.39,2,0.1,20,27,0.99546,315,0.69,112,6
85,0.47,0.27,19,0.058,18,38,0.99518,316,0.85,111,6
83,0.34,0.4,24,0.065,24,48,0.99554,334,0.86,11,6
9,0.38,0.41,24,0.103,6,10,0.99604,313,0.58,119,7
85,0.66,0.2,21,0.097,23,113,0.99733,313,0.48,92,5
9,0.4,0.43,24,0.068,29,46,0.9943,32,0.6,122,6
67,0.56,0.09,29,0.079,7,22,0.99669,346,0.61,102,5
104,0.26,0.48,19,0.066,6,10,0.99724,333,0.87,109,6
104,0.26,0.48,19,0.066,6,10,0.99724,333,0.87,109,6
101,0.38,0.5,24,0.104,6,13,0.99643,322,0.65,116,7
85,0.34,0.44,17,0.079,6,12,0.99605,352,0.63,107,5
88,0.33,0.41,59,0.073,7,13,0.99658,33,0.62,121,7
72,0.41,0.3,21,0.083,35,72,0.997,344,0.52,94,5
72,0.41,0.3,21,0.083,35,72,0.997,344,0.52,94,5
84,0.59,0.29,26,0.109,31,119,0.99801,315,0.5,91,5
7,0.4,0.32,36,0.061,9,29,0.99416,328,0.49,113,7
122,0.45,0.49,14,0.075,3,6,0.9969,313,0.63,104,5
91,0.5,0.3,19,0.065,8,17,0.99774,332,0.71,105,6
95,0.86,0.26,19,0.079,13,28,0.99712,325,0.62,10,5
73,0.52,0.32,21,0.07,51,70,0.99418,334,0.82,129,6
91,0.5,0.3,19,0.065,8,17,0.99774,332,0.71,105,6
122,0.45,0.49,14,0.075,3,6,0.9969,313,0.63,104,5
74,0.58,0,2,0.064,7,11,0.99562,345,0.58,113,6
98,0.34,0.39,14,0.066,3,7,0.9947,319,0.55,114,7
71,0.36,0.3,16,0.08,35,70,0.99693,344,0.5,94,5
77,0.39,0.12,17,0.097,19,27,0.99596,316,0.49,94,5
97,0.295,0.4,15,0.073,14,21,0.99556,314,0.51,109,6
77,0.39,0.12,17,0.097,19,27,0.99596,316,0.49,94,5
71,0.34,0.28,2,0.082,31,68,0.99694,345,0.48,94,5
65,0.4,0.1,2,0.076,30,47,0.99554,336,0.48,94,6
71,0.34,0.28,2,0.082,31,68,0.99694,345,0.48,94,5
10,0.35,0.45,25,0.092,20,88,0.99918,315,0.43,94,5
77,0.6,0.06,2,0.079,19,41,0.99697,339,0.62,101,6
56,0.66,0,22,0.087,3,11,0.99378,371,0.63,128,7
56,0.66,0,22,0.087,3,11,0.99378,371,0.63,128,7
89,0.84,0.34,14,0.05,4,10,0.99554,312,0.48,91,6
64,0.69,0,165,0.055,7,12,0.99162,347,0.53,129,6
75,0.43,0.3,22,0.062,6,12,0.99495,344,0.72,115,7
99,0.35,0.38,15,0.058,31,47,0.99676,326,0.82,106,7
91,0.29,0.33,205,0.063,13,27,0.99516,326,0.84,117,7
68,0.36,0.32,18,0.067,4,8,0.9928,336,0.55,128,7
82,0.43,0.29,16,0.081,27,45,0.99603,325,0.54,103,5
68,0.36,0.32,18,0.067,4,8,0.9928,336,0.55,128,7
91,0.29,0.33,205,0.063,13,27,0.99516,326,0.84,117,7
91,0.3,0.34,2,0.064,12,25,0.99516,326,0.84,117,7
89,0.35,0.4,36,0.11,12,24,0.99549,323,0.7,12,7
96,0.5,0.36,28,0.116,26,55,0.99722,318,0.68,109,5
89,0.28,0.45,17,0.067,7,12,0.99354,325,0.55,123,7
89,0.32,0.31,2,0.088,12,19,0.9957,317,0.55,104,6
77,1.005,0.15,21,0.102,11,32,0.99604,323,0.48,10,5
75,0.71,0,16,0.092,22,31,0.99635,338,0.58,10,6
8,0.58,0.16,2,0.12,3,7,0.99454,322,0.58,112,6
105,0.39,0.46,22,0.075,14,27,0.99598,306,0.84,114,6
89,0.38,0.4,22,0.068,12,28,0.99486,327,0.75,126,7
8,0.18,0.37,9,0.049,36,109,0.99007,289,0.44,127,6
8,0.18,0.37,9,0.049,36,109,0.99007,289,0.44,127,6
7,0.5,0.14,18,0.078,10,23,0.99636,353,0.61,104,5
113,0.36,0.66,24,0.123,3,8,0.99642,32,0.53,119,6
113,0.36,0.66,24,0.123,3,8,0.99642,32,0.53,119,6
7,0.51,0.09,21,0.062,4,9,0.99584,335,0.54,105,5
82,0.32,0.42,23,0.098,3,9,0.99506,327,0.55,123,6
77,0.58,0.01,18,0.088,12,18,0.99568,332,0.56,105,7
86,0.83,0,28,0.095,17,43,0.99822,333,0.6,104,6
79,0.31,0.32,19,0.066,14,36,0.99364,341,0.56,126,6
64,0.795,0,22,0.065,28,52,0.99378,349,0.52,116,5
72,0.34,0.21,25,0.075,41,68,0.99586,337,0.54,101,6
77,0.58,0.01,18,0.088,12,18,0.99568,332,0.56,105,7
71,0.59,0,21,0.091,9,14,0.99488,342,0.55,115,7
73,0.55,0.01,18,0.093,9,15,0.99514,335,0.58,11,7
81,0.82,0,41,0.095,5,14,0.99854,336,0.53,96,5
75,0.57,0.08,26,0.089,14,27,0.99592,33,0.59,104,6
89,0.745,0.18,25,0.077,15,48,0.99739,32,0.47,97,6
101,0.37,0.34,24,0.085,5,17,0.99683,317,0.65,106,7
76,0.31,0.34,25,0.082,26,35,0.99356,322,0.59,125,7
73,0.91,0.1,18,0.074,20,56,0.99672,335,0.56,92,5
87,0.41,0.41,62,0.078,25,42,0.9953,324,0.77,126,7
89,0.5,0.21,22,0.088,21,39,0.99692,333,0.83,111,6
74,0.965,0,22,0.088,16,32,0.99756,358,0.67,102,5
69,0.49,0.19,17,0.079,13,26,0.99547,338,0.64,98,6
89,0.5,0.21,22,0.088,21,39,0.99692,333,0.83,111,6
95,0.39,0.41,89,0.069,18,39,0.99859,329,0.81,109,7
64,0.39,0.33,33,0.046,12,53,0.99294,336,0.62,122,6
69,0.44,0,14,0.07,32,38,0.99438,332,0.58,114,6
76,0.78,0,17,0.076,33,45,0.99612,331,0.62,107,6
71,0.43,0.17,18,0.082,27,51,0.99634,349,0.64,104,5
93,0.49,0.36,17,0.081,3,14,0.99702,327,0.78,109,6
93,0.5,0.36,18,0.084,6,17,0.99704,327,0.77,108,6
71,0.43,0.17,18,0.082,27,51,0.99634,349,0.64,104,5
85,0.46,0.59,14,0.414,16,45,0.99702,303,1.34,92,5
56,0.605,0.05,24,0.073,19,25,0.99258,356,0.55,129,5
83,0.33,0.42,23,0.07,9,20,0.99426,338,0.77,127,7
82,0.64,0.27,2,0.095,5,77,0.99747,313,0.62,91,6
82,0.64,0.27,2,0.095,5,77,0.99747,313,0.62,91,6
89,0.48,0.53,4,0.101,3,10,0.99586,321,0.59,121,7
76,0.42,0.25,39,0.104,28,90,0.99784,315,0.57,91,5
99,0.53,0.57,24,0.093,30,52,0.9971,319,0.76,116,7
89,0.48,0.53,4,0.101,3,10,0.99586,321,0.59,121,7
116,0.23,0.57,18,0.074,3,8,0.9981,314,0.7,99,6
91,0.4,0.5,18,0.071,7,16,0.99462,321,0.69,125,8
8,0.38,0.44,19,0.098,6,15,0.9956,33,0.64,114,6
102,0.29,0.65,24,0.075,6,17,0.99565,322,0.63,118,6
82,0.74,0.09,2,0.067,5,10,0.99418,328,0.57,118,6
77,0.61,0.18,24,0.083,6,20,0.9963,329,0.6,102,6
66,0.52,0.08,24,0.07,13,26,0.99358,34,0.72,125,7
111,0.31,0.53,22,0.06,3,10,0.99572,302,0.83,109,7
111,0.31,0.53,22,0.06,3,10,0.99572,302,0.83,109,7
8,0.62,0.35,28,0.086,28,52,0.997,331,0.62,108,5
93,0.33,0.45,15,0.057,19,37,0.99498,318,0.89,111,7
75,0.77,0.2,81,0.098,30,92,0.99892,32,0.58,92,5
72,0.35,0.26,18,0.083,33,75,0.9968,34,0.58,95,6
8,0.62,0.33,27,0.088,16,37,0.9972,331,0.58,107,6
75,0.77,0.2,81,0.098,30,92,0.99892,32,0.58,92,5
91,0.25,0.34,2,0.071,45,67,0.99769,344,0.86,102,7
99,0.32,0.56,2,0.073,3,8,0.99534,315,0.73,114,6
86,0.37,0.65,64,0.08,3,8,0.99817,327,0.58,11,5
86,0.37,0.65,64,0.08,3,8,0.99817,327,0.58,11,5
79,0.3,0.68,83,0.05,375,278,0.99316,301,0.51,123,7
103,0.27,0.56,14,0.047,3,8,0.99471,316,0.51,118,6
79,0.3,0.68,83,0.05,375,289,0.99316,301,0.51,123,7
72,0.38,0.3,18,0.073,31,70,0.99685,342,0.59,95,6
87,0.42,0.45,24,0.072,32,59,0.99617,333,0.77,12,6
72,0.38,0.3,18,0.073,31,70,0.99685,342,0.59,95,6
68,0.48,0.08,18,0.074,40,64,0.99529,312,0.49,96,5
85,0.34,0.4,47,0.055,3,9,0.99738,338,0.66,116,7
79,0.19,0.42,16,0.057,18,30,0.994,329,0.69,112,6
116,0.41,0.54,15,0.095,22,41,0.99735,302,0.76,99,7
116,0.41,0.54,15,0.095,22,41,0.99735,302,0.76,99,7
10,0.26,0.54,19,0.083,42,74,0.99451,298,0.63,118,8
79,0.34,0.42,2,0.086,8,19,0.99546,335,0.6,114,6
7,0.54,0.09,2,0.081,10,16,0.99479,343,0.59,115,6
92,0.31,0.36,22,0.079,11,31,0.99615,333,0.86,12,7
66,0.725,0.09,55,0.117,9,17,0.99655,335,0.49,108,6
94,0.4,0.47,25,0.087,6,20,0.99772,315,0.5,105,5
66,0.725,0.09,55,0.117,9,17,0.99655,335,0.49,108,6
86,0.52,0.38,15,0.096,5,18,0.99666,32,0.52,94,5
8,0.31,0.45,21,0.216,5,16,0.99358,315,0.81,125,7
86,0.52,0.38,15,0.096,5,18,0.99666,32,0.52,94,5
84,0.34,0.42,21,0.072,23,36,0.99392,311,0.78,124,6
74,0.49,0.27,21,0.071,14,25,0.99388,335,0.63,12,6
61,0.48,0.09,17,0.078,18,30,0.99402,345,0.54,112,6
74,0.49,0.27,21,0.071,14,25,0.99388,335,0.63,12,6
8,0.48,0.34,22,0.073,16,25,0.9936,328,0.66,124,6
63,0.57,0.28,21,0.048,13,49,0.99374,341,0.6,128,5
82,0.23,0.42,19,0.069,9,17,0.99376,321,0.54,123,6
91,0.3,0.41,2,0.068,10,24,0.99523,327,0.85,117,7
81,0.78,0.1,33,0.09,4,13,0.99855,336,0.49,95,5
108,0.47,0.43,21,0.171,27,66,0.9982,317,0.76,108,6
83,0.53,0,14,0.07,6,14,0.99593,325,0.64,10,6
54,0.42,0.27,2,0.092,23,55,0.99471,378,0.64,123,7
79,0.33,0.41,15,0.056,6,35,0.99396,329,0.71,11,6
89,0.24,0.39,16,0.074,3,10,0.99698,312,0.59,95,6
5,0.4,0.5,43,0.046,29,80,0.9902,349,0.66,136,6
7,0.69,0.07,25,0.091,15,21,0.99572,338,0.6,113,6
7,0.69,0.07,25,0.091,15,21,0.99572,338,0.6,113,6
7,0.69,0.07,25,0.091,15,21,0.99572,338,0.6,113,6
71,0.39,0.12,21,0.065,14,24,0.99252,33,0.53,133,6
56,0.66,0,25,0.066,7,15,0.99256,352,0.58,129,5
79,0.54,0.34,25,0.076,8,17,0.99235,32,0.72,131,8
66,0.5,0,18,0.062,21,28,0.99352,344,0.55,123,6
63,0.47,0,14,0.055,27,33,0.9922,345,0.48,123,6
107,0.4,0.37,19,0.081,17,29,0.99674,312,0.65,112,6
65,0.58,0,22,0.096,3,13,0.99557,362,0.62,115,4
88,0.24,0.35,17,0.055,13,27,0.99394,314,0.59,113,7
58,0.29,0.26,17,0.063,3,11,0.9915,339,0.54,135,6
63,0.76,0,29,0.072,26,52,0.99379,351,0.6,115,6
10,0.43,0.33,27,0.095,28,89,0.9984,322,0.68,10,5
105,0.43,0.35,33,0.092,24,70,0.99798,321,0.69,105,6
91,0.6,0,19,0.058,5,10,0.9977,318,0.63,104,6
59,0.19,0.21,17,0.045,57,135,0.99341,332,0.44,95,5
74,0.36,0.34,18,0.075,18,38,0.9933,338,0.88,136,7
72,0.48,0.07,55,0.089,10,18,0.99684,337,0.68,112,7
85,0.28,0.35,17,0.061,6,15,0.99524,33,0.74,118,7
8,0.25,0.43,17,0.067,22,50,0.9946,338,0.6,119,6
104,0.52,0.45,2,0.08,6,13,0.99774,322,0.76,114,6
104,0.52,0.45,2,0.08,6,13,0.99774,322,0.76,114,6
75,0.41,0.15,37,0.104,29,94,0.99786,314,0.58,91,5
82,0.51,0.24,2,0.079,16,86,0.99764,334,0.64,95,6
73,0.4,0.3,17,0.08,33,79,0.9969,341,0.65,95,6
82,0.38,0.32,25,0.08,24,71,0.99624,327,0.85,11,6
69,0.45,0.11,24,0.043,6,12,0.99354,33,0.65,114,6
7,0.22,0.3,18,0.065,16,20,0.99672,361,0.82,10,6
73,0.32,0.23,23,0.066,35,70,0.99588,343,0.62,101,5
82,0.2,0.43,25,0.076,31,51,0.99672,353,0.81,104,6
78,0.5,0.12,18,0.178,6,21,0.996,328,0.87,98,6
10,0.41,0.45,62,0.071,6,14,0.99702,321,0.49,118,7
78,0.39,0.42,2,0.086,9,21,0.99526,339,0.66,116,6
10,0.35,0.47,2,0.061,6,11,0.99585,323,0.52,12,6
82,0.33,0.32,28,0.067,4,12,0.99473,33,0.76,128,7
61,0.58,0.23,25,0.044,16,70,0.99352,346,0.65,125,6
83,0.6,0.25,22,0.118,9,38,0.99616,315,0.53,98,5
96,0.42,0.35,21,0.083,17,38,0.99622,323,0.66,111,6
66,0.58,0,22,0.1,50,63,0.99544,359,0.68,114,6
83,0.6,0.25,22,0.118,9,38,0.99616,315,0.53,98,5
85,0.18,0.51,175,0.071,45,88,0.99524,333,0.76,118,7
51,0.51,0.18,21,0.042,16,101,0.9924,346,0.87,129,7
67,0.41,0.43,28,0.076,22,54,0.99572,342,1.16,106,6
102,0.41,0.43,22,0.11,11,37,0.99728,316,0.67,108,5
106,0.36,0.57,23,0.087,6,20,0.99676,314,0.72,111,7
88,0.45,0.43,14,0.076,12,21,0.99551,321,0.75,102,6
85,0.32,0.42,23,0.075,12,19,0.99434,314,0.71,118,7
9,0.785,0.24,17,0.078,10,21,0.99692,329,0.67,10,5
9,0.785,0.24,17,0.078,10,21,0.99692,329,0.67,10,5
85,0.44,0.5,19,0.369,15,38,0.99634,301,1.1,94,5
99,0.54,0.26,2,0.111,7,60,0.99709,294,0.98,102,5
82,0.33,0.39,25,0.074,29,48,0.99528,332,0.88,124,7
65,0.34,0.27,28,0.067,8,44,0.99384,321,0.56,12,6
76,0.5,0.29,23,0.086,5,14,0.99502,332,0.62,115,6
92,0.36,0.34,16,0.062,5,12,0.99667,32,0.67,105,6
71,0.59,0,22,0.078,26,44,0.99522,342,0.68,108,6
97,0.42,0.46,21,0.074,5,16,0.99649,327,0.74,123,6
76,0.36,0.31,17,0.079,26,65,0.99716,346,0.62,95,6
76,0.36,0.31,17,0.079,26,65,0.99716,346,0.62,95,6
65,0.61,0,22,0.095,48,59,0.99541,361,0.7,115,6
65,0.88,0.03,56,0.079,23,47,0.99572,358,0.5,112,4
71,0.66,0,24,0.052,6,11,0.99318,335,0.66,127,7
56,0.915,0,21,0.041,17,78,0.99346,368,0.73,114,5
82,0.35,0.33,24,0.076,11,47,0.99599,327,0.81,11,6
82,0.35,0.33,24,0.076,11,47,0.99599,327,0.81,11,6
98,0.39,0.43,165,0.068,5,11,0.99478,319,0.46,114,5
102,0.4,0.4,25,0.068,41,54,0.99754,338,0.86,105,6
68,0.66,0.07,16,0.07,16,61,0.99572,329,0.6,93,5
67,0.64,0.23,21,0.08,11,119,0.99538,336,0.7,109,5
7,0.43,0.3,2,0.085,6,39,0.99346,333,0.46,119,6
66,0.8,0.03,78,0.079,6,12,0.9963,352,0.5,122,5
7,0.43,0.3,2,0.085,6,39,0.99346,333,0.46,119,6
67,0.64,0.23,21,0.08,11,119,0.99538,336,0.7,109,5
88,0.955,0.05,18,0.075,5,19,0.99616,33,0.44,96,4
91,0.4,0.57,46,0.08,6,20,0.99652,328,0.57,125,6
65,0.885,0,23,0.166,6,12,0.99551,356,0.51,108,5
72,0.25,0.37,25,0.063,11,41,0.99439,352,0.8,124,7
64,0.885,0,23,0.166,6,12,0.99551,356,0.51,108,5
7,0.745,0.12,18,0.114,15,64,0.99588,322,0.59,95,6
62,0.43,0.22,18,0.078,21,56,0.99633,352,0.6,95,6
79,0.58,0.23,23,0.076,23,94,0.99686,321,0.58,95,6
77,0.57,0.21,15,0.069,4,9,0.99458,316,0.54,98,6
77,0.26,0.26,2,0.052,19,77,0.9951,315,0.79,109,6
79,0.58,0.23,23,0.076,23,94,0.99686,321,0.58,95,6
77,0.57,0.21,15,0.069,4,9,0.99458,316,0.54,98,6
79,0.34,0.36,19,0.065,5,10,0.99419,327,0.54,112,7
86,0.42,0.39,18,0.068,6,12,0.99516,335,0.69,117,8
99,0.74,0.19,58,0.111,33,76,0.99878,314,0.55,94,5
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7
99,0.72,0.55,17,0.136,24,52,0.99752,335,0.94,10,5
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7
62,0.39,0.43,2,0.071,14,24,0.99428,345,0.87,112,7
68,0.65,0.02,21,0.078,8,15,0.99498,335,0.62,104,6
66,0.44,0.15,21,0.076,22,53,0.9957,332,0.62,93,5
68,0.65,0.02,21,0.078,8,15,0.99498,335,0.62,104,6
96,0.38,0.42,19,0.071,5,13,0.99659,315,0.75,105,6
102,0.33,0.46,19,0.081,6,9,0.99628,31,0.48,104,6
88,0.27,0.46,21,0.095,20,29,0.99488,326,0.56,113,6
79,0.57,0.31,2,0.079,10,79,0.99677,329,0.69,95,6
82,0.34,0.37,19,0.057,43,74,0.99408,323,0.81,12,6
82,0.4,0.31,19,0.082,8,24,0.996,324,0.69,106,6
9,0.39,0.4,13,0.044,25,50,0.99478,32,0.83,109,6
109,0.32,0.52,18,0.132,17,44,0.99734,328,0.77,115,6
109,0.32,0.52,18,0.132,17,44,0.99734,328,0.77,115,6
81,0.53,0.22,22,0.078,33,89,0.99678,326,0.46,96,6
105,0.36,0.47,22,0.074,9,23,0.99638,323,0.76,12,6
126,0.39,0.49,25,0.08,8,20,0.9992,307,0.82,103,6
92,0.46,0.23,26,0.091,18,77,0.99922,315,0.51,94,5
75,0.58,0.03,41,0.08,27,46,0.99592,302,0.47,92,5
9,0.58,0.25,2,0.104,8,21,0.99769,327,0.72,96,5
51,0.42,0,18,0.044,18,88,0.99157,368,0.73,136,7
76,0.43,0.29,21,0.075,19,66,0.99718,34,0.64,95,5
77,0.18,0.34,27,0.066,15,58,0.9947,337,0.78,118,6
78,0.815,0.01,26,0.074,48,90,0.99621,338,0.62,108,5
76,0.43,0.29,21,0.075,19,66,0.99718,34,0.64,95,5
102,0.23,0.37,22,0.057,14,36,0.99614,323,0.49,93,4
71,0.75,0.01,22,0.059,11,18,0.99242,339,0.4,128,6
6,0.33,0.32,129,0.054,6,113,0.99572,33,0.56,115,4
78,0.55,0,17,0.07,7,17,0.99659,326,0.64,94,6
71,0.75,0.01,22,0.059,11,18,0.99242,339,0.4,128,6
81,0.73,0,25,0.081,12,24,0.99798,338,0.46,96,4
65,0.67,0,43,0.057,11,20,0.99488,345,0.56,118,4
75,0.61,0.2,17,0.076,36,60,0.99494,31,0.4,93,5
98,0.37,0.39,25,0.079,28,65,0.99729,316,0.59,98,5
9,0.4,0.41,2,0.058,15,40,0.99414,322,0.6,122,6
83,0.56,0.22,24,0.082,10,86,0.9983,337,0.62,95,5
59,0.29,0.25,134,0.067,72,160,0.99721,333,0.54,103,6
74,0.55,0.19,18,0.082,15,34,0.99655,349,0.68,105,5
74,0.74,0.07,17,0.086,15,48,0.99502,312,0.48,10,5
74,0.55,0.19,18,0.082,15,34,0.99655,349,0.68,105,5
69,0.41,0.33,22,0.081,22,36,0.9949,341,0.75,111,6
71,0.6,0.01,23,0.079,24,37,0.99514,34,0.61,109,6
71,0.6,0.01,23,0.079,24,37,0.99514,34,0.61,109,6
75,0.58,0.14,22,0.077,27,60,0.9963,328,0.59,98,5
71,0.72,0,18,0.123,6,14,0.99627,345,0.58,98,5
79,0.66,0,14,0.096,6,13,0.99569,343,0.58,95,5
78,0.7,0.06,19,0.079,20,35,0.99628,34,0.69,109,5
61,0.64,0.02,24,0.069,26,46,0.99358,347,0.45,11,5
75,0.59,0.22,18,0.082,43,60,0.99499,31,0.42,92,5
7,0.58,0.28,48,0.085,12,69,0.99633,332,0.7,11,6
68,0.64,0,27,0.123,15,33,0.99538,344,0.63,113,6
68,0.64,0,27,0.123,15,33,0.99538,344,0.63,113,6
86,0.635,0.68,18,0.403,19,56,0.99632,302,1.15,93,5
63,1.02,0,2,0.083,17,24,0.99437,359,0.55,112,4
98,0.45,0.38,25,0.081,34,66,0.99726,315,0.58,98,5
82,0.78,0,22,0.089,13,26,0.9978,337,0.46,96,4
85,0.37,0.32,18,0.066,26,51,0.99456,338,0.72,118,6
72,0.57,0.05,23,0.081,16,36,0.99564,338,0.6,103,6
72,0.57,0.05,23,0.081,16,36,0.99564,338,0.6,103,6
104,0.43,0.5,23,0.068,13,19,0.996,31,0.87,114,6
69,0.41,0.31,2,0.079,21,51,0.99668,347,0.55,95,6
55,0.49,0.03,18,0.044,28,87,0.9908,35,0.82,14,8
5,0.38,0.01,16,0.048,26,60,0.99084,37,0.75,14,6
73,0.44,0.2,16,0.049,24,64,0.9935,338,0.57,117,6
59,0.46,0,19,0.077,25,44,0.99385,35,0.53,112,5
75,0.58,0.2,2,0.073,34,44,0.99494,31,0.43,93,5
78,0.58,0.13,21,0.102,17,36,0.9944,324,0.53,112,6
8,0.715,0.22,23,0.075,13,81,0.99688,324,0.54,95,6
85,0.4,0.4,63,0.05,3,10,0.99566,328,0.56,12,4
7,0.69,0,19,0.114,3,10,0.99636,335,0.6,97,6
8,0.715,0.22,23,0.075,13,81,0.99688,324,0.54,95,6
98,0.3,0.39,17,0.062,3,9,0.9948,314,0.57,115,7
71,0.46,0.2,19,0.077,28,54,0.9956,337,0.64,104,6
